X,Y,OBJECTID,ID,EXTERNO,DIRECCION,LOCALIDAD,EQUIPO,NUMEROINTERSECCIONES_POREQUIPO,UBICACIONEQUIPO,FECHAINSTALACION,OPERACIONACTUAL,FUNCIONAMIENTO,IMPLEMENTACION,TIPOINTERSECCION,GRUPOSENALES,TOTALGRUPOSENALES,NUMEROFASES,GRUPOSVEHICULARES,GRUPOS_BRT,GRUPOSPEATONALES,GRUPOSSONOROS,GRUPOSCICLISTAS,CANTIDADCONTADORES,FUNCIONDETECTORES,ZONAAUTOMATICA
-74.033171,4.74842799999999,3734,1789,1068,KR 12 X AC 170,USAQUEN,C900,SENCILLA,SI,2023/10/26 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",14,14,4,"2,3,4,6,13,91,103,104",N/A,"22,24,33","722,724,733",NO,0,"Activación sonoro, Brechas, Fases por demanda vehicular",1202
-74.04334006,4.73856167999998,3735,51,1069,AK 19 X CL 159,USAQUEN,ACTROS,SENCILLA,SI,1994/11/10 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",16,16,3,"1,2,3,4",N/A,"21,22,23,24,31,32","722, 723, 724, 731",41.42,0,"Conteo, Brechas, Fases por demanda peatonal sonoro",1201
-74.06430242,4.65138538899998,3736,257,1072,AK 14 X CL 64,BARRIOS UNIDOS,C900,SENCILLA,SI,1980/10/07 00:00:00+00,PMT,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",8,8,2,4,"1B,2B","21,24,32",N/A,"43,44",0,"Conteo, Brechas",1913
-74.03502813,4.74868700000002,3737,1790,1073,KR 14 X AC 170,USAQUEN,C900,SENCILLA,SI,2023/10/26 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",10,10,4,"3,4,8,92",N/A,"23,24,292","723,724,7292",NO,0,"Activación de sonoro, Fases por demanda peatonal sonoro",1202
-74.062932,4.76428399999998,3738,1809,1092,AK 72 X CL 175,SUBA,C900,SENCILLA,SI,2024/07/19 00:00:00+00,PMT,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",21,21,3,"1,1A,2,2A,3,4",N/A,"21,22,23,24,31,32,33,34","721, 722,723,724,731","41,42",0,N/A,1139
-74.060977,4.76692400000002,3739,1810,1093,AK 72 X CL 181,SUBA,C900,SENCILLA,SI,2024/07/03 00:00:00+00,PMT,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",10,10,2,"1,1A,2,2A",N/A,"21,22","721,722","41, 42",0,N/A,1139
-74.059127,4.76944400000002,3740,1811,1094,AK 72 X CL 183,SUBA,C900,SENCILLA,SI,2024/07/03 00:00:00+00,PMT,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",8,8,3,"8,92",N/A,"28,292","728, 7292","42,44",0,N/A,1139
-74.062112,4.71651000000003,3741,1126,1095,KR 54  X CL 129,SUBA,C900,SENCILLA,SI,2024/08/05 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,3,"1,3,4",N/A,"21,23","721,723 Desconectados",NO,0,N/A,1126
-74.0571118,4.66645006099998,3742,1726,1096,AK 15 X CL 80,CHAPINERO,C900,SENCILLA,SI,2021/06/21 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,2,2,N/A,"22,24,32 (Exc)","722, 724, 732",NO,0,Fases por demanda peatonal,1912
-74.04807602,4.76036692999998,3743,1547,1098,KR 50B X CL 182,SUBA,C900,SENCILLA,SI,2018/04/23 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,4,"1,2,3,4",N/A,"21,22,23,24",N/A,NO,0,N/A,1124
-74.060483,4.72131000000002,3744,1839,1099,KR 54 X CL 134,SUBA,C900,SENCILLA,SI,2024/08/05 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",12,12,3,"1,2,3,4",N/A,"21,22,24","721,722,724 Desconectados","41,42",0,N/A,1126
-74.05747,4.72553599999998,3745,1840,1100,KR 54 X AC 138,SUBA,C900,SENCILLA,SI,2024/11/21 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",12,12,3,"2,3,4,91",N/A,"22,24,291","722,724,7291","41,42",0,N/A,1126
-74.05973121,4.65167131700002,3746,1340,1101,KR 9 X CL 67,CHAPINERO,C900,DOBLE,SI,2014/06/12 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,8,2,14,N/A,"214,318,3914",N/A,NO,0,N/A,1910
-74.05914348,4.65129324600002,3747,1341,1101,KR 8 X CL 67,CHAPINERO,NO,DOBLE,NO,2014/06/12 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,8,3,"4,6",N/A,"24,26",N/A,NO,0,N/A,1910
-74.0605237,4.649092467,3748,200,1102,KR 8 X CL 64,CHAPINERO,C900,SENCILLA,SI,2000/07/21 00:00:00+00,NORMAL,RP-TA,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,2,"2,4",N/A,"22,24",723,NO,0,"Brechas, Activación de sonoro",1909
-74.062567,4.65032764900002,3749,227,1103,AK 11 X CL 64,CHAPINERO,NO,DOBLE,NO,1998/03/04 00:00:00+00,PMT,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",7,13,3,"4,91",N/A,"24,34,291",N/A,"41,42",0,"Conteo, Brechas",1913
-74.0633049,4.65077191,3750,241,1103,KR 13 X CL 64,CHAPINERO,C900,DOBLE,SI,1998/03/04 00:00:00+00,PMT,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",4,13,2,"1,14",N/A,"21,214",N/A,"43,44",0,"Conteo, Brechas",1913
-74.06054683,4.65219218999999,3751,199,1104,KR 10 X CL 67,CHAPINERO,C900,SENCILLA,SI,1998/02/27 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,4,2,"2,4",N/A,"22,24",N/A,NO,0,N/A,1910
-74.05920325,4.65263338699998,3752,182,1105,KR 9 X CL 69,CHAPINERO,C900,SENCILLA,SI,1998/03/04 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,4,2,"2,3",N/A,"22,23",N/A,NO,0,N/A,1910
-74.05792134,4.654603683,3753,170,1106,KR 9 X CL 70A,CHAPINERO,C900,DOBLE,SI,1998/11/13 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",6,15,3,"3,12",N/A,"23,212,33,312 (Reg)",N/A,NO,0,N/A,1910
-74.05840568,4.65388220400001,3754,174,1106,KR 9 X CL 70,CHAPINERO,NO,DOBLE,NO,1998/11/13 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",9,15,3,"2,3A,4",N/A,"22,23A,24,32,33A,34 (Reg)",N/A,NO,0,N/A,1910
-74.0562292,4.65707528199999,3755,157,1107,KR 9 X CL 73,CHAPINERO,NO,DOBLE,NO,1998/01/06 00:00:00+00,PMT,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",4,14,2,"4A,12",N/A,"24A, 212",N/A,NO,0,N/A,1909
-74.05699138,4.65596048999998,3756,165,1107,KR 9 X AC 72,CHAPINERO,C900,DOBLE,SI,1998/01/06 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",10,14,4,"2, 3, 4, 7",N/A,"22,23,24,32,33,34",N/A,NO,0,"Conteo, Brechas",1909
-74.05451175,4.65275894199999,3757,1277,1108,KR 5 X CL 70A,CHAPINERO,ACTROS,SENCILLA,SI,2012/10/19 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,2,"1,3,63",N/A,"21,23,31",N/A,NO,0,N/A,1909
-74.05909968,4.64924726599997,3758,1479,1109,AK 7 X CL 65,CHAPINERO,C900,SENCILLA,SI,2017/01/06 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,2,"1,2,93,2A",N/A,"21,33,293",N/A,NO,0,Conteo,1909
-74.055893,4.73303299999998,3759,1841,1110,KR 54 X CL 150,SUBA,C900,SENCILLA,SI,2024/11/21 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",17,17,5,"1,2,14,2A,3,4",N/A,"21,22,214,22A,24,32A","722,722A,24,32A","41,42",0,N/A,1104
-74.055405,4.73559299999999,3760,1842,1111,KR 54 X CL 152,SUBA,C900,SENCILLA,SI,2024/11/21 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",25,25,5,"1,2,3,14,2A,4,13",N/A,"21,22,23,314,22A,24,313,32A","721,722,723,7314,722A,724,7313,732A","41,42",0,N/A,1137
-74.053762,4.74627600000002,3761,1843,1112,KR 54 X CL 163B,SUBA,C900,SENCILLA,SI,2024/11/29 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",14,14,5,"1,2,14,3,4",N/A,"21,22,24,394","721, 724, 7394","41,42",0,N/A,1121
-74.05530815,4.66623953200002,3762,1481,1114,KR 13 X CL 81,CHAPINERO,C900,DOBLE,SI,2017/04/25 00:00:00+00,NORMAL,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",8,20,3,"4,91",N/A,"24, 291","724, 7291 ","141, 944",0,Activación de sonoro,1915
-74.05493952,4.66691108999999,3763,1482,1114,KR 13 X CL 82,CHAPINERO,NO,DOBLE,NO,2017/04/25 00:00:00+00,NORMAL,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",12,20,4,"1,3",N/A,"21,23,31,33","721, 723, 731, 733 ","41, 42",0,Activación de sonoro,1915
-74.05340524,4.66500697399999,3764,134,1115,AK 11 X CL 81,CHAPINERO,NO,DOBLE,NO,1994/11/07 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",8,17,3,"1,4,91",N/A,"21,24,34",N/A,41.42,0,"Conteo, Brechas",1910
-74.05389688,4.66429091399999,3765,1361,1115,AK 11 X CL 80,CHAPINERO,ACTROS,DOBLE,SI,2016/01/22 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",9,17,3,"3,5,11",N/A,"23,33,211","723, 733, 7211",NO,0,"Conteo, Brechas, Cola - Siguiente Intersección, Activación de sonoro",1910
-74.0508376,4.66877866800002,3766,109,1116,AK 11 X CL 86,CHAPINERO,ACTROS,SENCILLA,SI,2006/09/22 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",11,11,3,"1,1A,2,3,4",N/A,"21,21A,23,24,33,34",N/A,NO,0,"Conteo, Brechas, Fases por demanda peatonal",1910
-74.05300747,4.66770772799998,3767,131,1117,KR 12 X AC 82,CHAPINERO,C900,SENCILLA,SI,2006/10/13 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,2,"2,3,4",N/A,"22,24,32,33",N/A,NO,0,N/A,1915
-74.05968217,4.738493608,3768,1682,1074,KR 56 X CL 152B,SUBA,C900,SENCILLA,SI,2021/05/13 00:00:00+00,NORMAL,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL",10,10,4,"1,2,3,4,5,7",N/A,"21,22,23,24",N/A,NO,0,"Conteo, Brechas",1104
-74.0496896,4.76294383200002,3769,1683,1075,KR 54D X AC 183,SUBA,C900,DOBLE,SI,2020/08/11 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",12,17,3,"1,3,4,791",N/A,"21,23,34","721, 723, 734","43, 44",0,Activación de sonoro,1124
-74.04911146,4.76251838399997,3770,1548,1075,PATIO TRANSMILENIO (KR 51) X AC 183,SUBA,NO,DOBLE,NO,2018/04/20 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",5,17,4,13,"8B,92","292,38B",N/A,NO,0,"Brechas, Fases por demanda",1124
-74.05137757,4.76420546899999,3771,1684,1076,KR 55B X AC 183,SUBA,C900,DOBLE,SI,2020/08/11 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",12,22,3,"4,7,13,94",N/A,"24,37,313","724, 737, 7313",44.413,0,"Brechas, Activación de sonoro",1124
-74.05260217,4.76511215800002,3772,1685,1076,KR 57A X AC 183,SUBA,NO,DOBLE,NO,2020/08/11 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",10,22,2,"3,14,103,104",N/A,"23,214","723, 7214",43.414,0,Activación de sonoro,1124
-74.0394089,4.70393785200002,3773,1687,1077,KR 13 X CL 127,USAQUEN,C900,SENCILLA,SI,2021/04/12 00:00:00+00,NORMAL,RP-TA,DEFINITIVA,"VEHICULAR, PEATONAL",12,12,4,"1,3,4,5,92,93",N/A,"23,24,292","723, 724, 7292",NO,0,"Brechas, Fases por demanda, Activación de sonoro",1212
-74.0329732,4.70325146200003,3774,1692,1078,AK 9 X CL 127,USAQUEN,ACTROS,SENCILLA,SI,2020/10/21 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, CICLISTA",3,3,2,1,N/A,N/A,N/A,"42, 941",0,N/A,1219
-74.079146,4.70023300000003,3775,1791,1079,KR 71C X AC 116,SUBA,C900,SENCILLA,SI,2024/05/03 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",12,12,4,"3,4,4A,8",N/A,"23,34,393,394","7393,7394","43,44",0,Activación de sonoro,1110
-74.09746452,4.689189247,3776,1691,1080,KR 74A X CL 72,ENGATIVA,C900,SENCILLA,SI,2022/06/21 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",10,10,3,"3,4,7,8,91",N/A,"23,24,33,38,291",N/A,NO,0,N/A,1308
-74.08987113,4.73209189599999,3777,1703,1081,KR 94C X CL 132,SUBA,C900,SENCILLA,SI,2021/02/09 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,2,"3,4,92",N/A,"23,292","723, 7292",NO,0,Activación de sonoro,1119
-74.08782506,4.72955361300001,3778,1704,1082,KR 91 X AC 131B,SUBA,C900,SENCILLA,SI,2021/02/09 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",10,10,2,"1,2,2A,8",N/A,"21,22A,28","721,722A,728",NO,0,Activación de sonoro,1119
-74.0888631,4.72590960500003,3779,1705,1083,KR 91 X CL 130,SUBA,C900,SENCILLA,SI,2021/02/09 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",13,13,3,"1,2,3,4,92",N/A,"21,22,23,24","721, 722, 723, 724",NO,0,Activación de sonoro,1119
-74.08943411,4.72364256700001,3780,1706,1084,KR 91 X CL 129,SUBA,C900,SENCILLA,SI,2021/02/09 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",14,14,4,"1,2,3,4,791,92",N/A,"21,22,23,24","721, 722, 723, 724",NO,0,Activación de sonoro,1119
-74.08979967,4.72172398800001,3781,1707,1085,KR 91 X CL 128B,SUBA,C900,SENCILLA,SI,2021/02/09 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",13,13,4,"1,2,3,4,5",N/A,"21,22,23,24","721, 722, 723, 724 Desconectados",NO,0,Activación de sonoro,1119
-74.0913524,4.718167214,3782,1708,1086,KR 91 X CL 127B,SUBA,C900,TRIPLE,SI,2021/02/09 00:00:00+00,PMT,RP-TA,DEFINITIVA,"VEHICULAR, PEATONAL",8,20,2,"2,4,11",N/A,"22,24,211","722, 724",NO,0,Activación de sonoro,1138
-74.090308,4.71983899999998,3783,1817,1086,KR 91 X CL 128,SUBA,NO,TRIPLE,NO,2024/04/16 00:00:00+00,PMT,RP-TA,PROVISIONAL_PMT,"VEHICULAR, PEATONAL",5,20,3,"1,4A,12",N/A,"24A,212",N/A,NO,0,N/A,1138
-74.09002,4.71791400000001,3784,1829,1086,TV 127B X KR 89,SUBA,NO,TRIPLE,NO,2024/07/05 00:00:00+00,NORMAL,RP-TA,PROVISIONAL_PMT,"VEHICULAR, PEATONAL, CICLISTA",7,20,3,"1A,2A,3,93",N/A,21A,N/A,"41,42",0,N/A,1138
-74.079741,4.66843899999998,3785,1793,1087,KR 57 X AC 68,BARRIOS UNIDOS,C900,SENCILLA,SI,2024/12/19 00:00:00+00,NORMAL,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,2,"3,4,91",N/A,"23,24,291","723, 724",NO,0,Activación de sonoro,1306
-74.05206892,4.663306578,3786,1709,1088,KR 9 X CL 80,CHAPINERO,C900,SENCILLA,SI,2021/04/27 00:00:00+00,NORMAL,RP-TA,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,2,"2,3",N/A,"22,23",723,NO,0,Activación de sonoro,1908
-74.043715,4.69452799999999,3787,1806,1089,AK 15 X CL 112,USAQUEN,C900,SENCILLA,SI,2024/04/19 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",19,19,3,"1,2,93,94",N/A,"21,22,293,294,31,32","721,722,7293,731,732","41,42,411,412",0,Activación de sonoro,1212
-74.04015148,4.73189930799998,3788,1290,1039,AK 15 X CL 151,USAQUEN,C900,SENCILLA,SI,2012/12/21 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",12,12,4,"1,2,3,4",N/A,"21,23,24,33","721, 723, 724, 733",NO,0,"Brechas, Fases por demanda, Activación de sonoro",1216
-74.0396691,4.76018074699999,3789,1562,1040,KR 18A X AC 183,USAQUEN,C900,SENCILLA,SI,2017/04/23 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",7,7,3,"3,4,92",N/A,"23,292","723, 7292",NO,0,Activación de sonoro,1208
-74.0333391,4.76023979600001,3790,1337,1041,KR 11 X AC 183,USAQUEN,C900,SENCILLA,SI,2014/07/03 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",20,20,4,"1,2,3,4,93,94",N/A,"21,22,23,24,31,33,34","721, 722, 723, 724, 731, 732, 734",NO,0,Activación de sonoro,1208
-74.03730027,4.74911211800003,3791,1425,1042,KR 15 X AC 170,USAQUEN,C900,SENCILLA,SI,2015/05/27 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,3,"3,4,91",N/A,"23,34,291",724,NO,0,"Conteo, Brechas, Fases por demanda, Activación de sonoro",1202
-74.03010054,4.76016066199998,3792,1563,1043,KR 8C X AC 183,USAQUEN,C900,SENCILLA,SI,2018/10/02 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",12,12,3,"3,4,91,92",N/A,"23,24,291,292","723, 724, 7291, 7292",NO,0,Activación de sonoro,1208
-74.0313369,4.76019789200001,3793,1375,1044,KR 9 X AC 183,USAQUEN,C900,SENCILLA,SI,2017/11/17 00:00:00+00,PMT,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",12,12,4,"1,2,3,4,13,14",N/A,"21,22,23,24,31,32","721, 722, 723, 724, 731, 732 (Desconectados)",NO,0,Activación de sonoro,1208
-74.09560132,4.71515750999998,3794,1757,1045,KR 91 X CL 97,ENGATIVA,C900,SENCILLA,SI,2022/08/24 00:00:00+00,NORMAL,RP-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",13,13,3,"1,12,2,3,11",N/A,"21,22,23",N/A,"42,411",0,Activación de sonoro,1138
-74.05788709,4.66204592399998,3795,169,1046,KR 13 X CL 76,CHAPINERO,ACTROS,DOBLE,SI,1994/11/13 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",11,19,3,"1,2,4",N/A,"21,22,24,34","721, 722, 724, 734",NO,0,Activación de sonoro,1913
-74.05860483,4.66250697700002,3796,176,1046,KR 14 X CL 76,CHAPINERO,NO,DOBLE,NO,1994/11/13 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",8,19,3,"1A,14",N/A,"21A,31A,214,314","721A,7314",NO,0,Activación de sonoro,1913
-74.06107621,4.66406803699999,3797,207,1047,AK 20 X CL 76,BARRIOS UNIDOS,NO,DOBLE,NO,1993/07/07 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",9,17,2,"1A,4,12A","1B,12B","24,31,34,212",N/A,NO,0,"Conteo, Brechas",1913
-74.0614779,4.661803969,3798,214,1047,AK 20 X CL 74,BARRIOS UNIDOS,C900,DOBLE,SI,1993/07/07 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",8,17,2,"2A,3, 11A","2B,11B","23,32,211",N/A,NO,0,"Conteo, Brechas, Cola - Siguiente Intersección",1913
-74.0618988,4.65939010099999,3799,219,1049,AK 20 X AC 72,BARRIOS UNIDOS,ACTROS,SENCILLA,SI,2025/02/16 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,4,2,N/A,"1B,2B","21,22",N/A,NO,0,N/A,1913
-74.06300182,4.65261565499998,3800,239,1050,KR 13 X CL 66,CHAPINERO,C900,SENCILLA,SI,1988/06/30 00:00:00+00,NORMAL,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,2,"1,3",N/A,"21,23",722,NO,0,Activación de sonoro,1913
-74.06303257,4.67232461899999,3801,1654,1051,AK 24 X CL 84,BARRIOS UNIDOS,C900,SENCILLA,SI,2019/11/06 00:00:00+00,NORMAL,RP-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",9,9,3,"1,2,93,102",N/A,"21,22,293",N/A,"41, 42 Cerrados",0,"Brechas, Fases por demanda vehicular",1914
-74.105915,4.71469500000001,3802,1771,1053,KR 95G X CL 86,ENGATIVA,C900,SENCILLA,SI,2025/04/08 00:00:00+00,NORMAL,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,3,"1,3,4",N/A,"21,23,24",N/A,NO,0,"Brechas, Fases por demanda vehicular, Fases por demanda peatonal",1114
-74.0713406,4.71909138000001,3803,1658,1055,KR 59 X CL 129,SUBA,C900,SENCILLA,SI,2020/11/04 00:00:00+00,NORMAL,RP-TA,DEFINITIVA,"VEHICULAR, PEATONAL",10,10,4,"1,3,4,7",N/A,"21,23,24","721, 723, 724",NO,0,"Brechas, Fases por demanda peatonal sonoro",1125
-74.06008597,4.64978508000002,3804,1660,1057,KR 8 X CL 65,CHAPINERO,C900,SENCILLA,SI,2021/03/15 00:00:00+00,NORMAL,RP-TA,DEFINITIVA,"VEHICULAR, PEATONAL",6,6,3,"2,3",N/A,"22,23,32,33",N/A,NO,0,"Conteo, Brechas, Fases por demanda peatonal",1909
-74.06967903,4.68703367000001,3805,1775,1058,KR 64 X CL 97,BARRIOS UNIDOS,NO,DOBLE,NO,2023/05/23 00:00:00+00,NORMAL,BT-TF,PROVISIONAL_PMT,"VEHICULAR, PEATONAL",6,12,4,"1,13,92",N/A,"21,213,292",N/A,NO,0,N/A,1133
-74.06916506,4.68677668800001,3806,1776,1058,KR 63 X CL 97,BARRIOS UNIDOS,C900,DOBLE,SI,2023/05/23 00:00:00+00,NORMAL,BT-TF,PROVISIONAL_PMT,"VEHICULAR, PEATONAL",6,12,3,"1A,2,3",N/A,"21A,22,23",N/A,NO,0,N/A,1133
-74.065308,4.65198548199999,3807,1665,1060,KR 15 X CL 64,BARRIOS UNIDOS,C900,SENCILLA,SI,2021/02/19 00:00:00+00,PMT,BT-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",12,12,4,"1,4",N/A,"21,24,31,34","721, 724, 731, 734","43, 44",0,"Brechas, Fases por demanda peatonal sonoro",1913
-74.03678719,4.72173793600001,3808,1657,1061,KR 12 X CL 142,USAQUEN,C900,SENCILLA,SI,2021/03/17 00:00:00+00,NORMAL,R-TA,DEFINITIVA,"VEHICULAR, PEATONAL",8,8,5,"1,2,3,4",N/A,"21,22,23,24",N/A,NO,0,"Conteo, Brechas",1203
-74.06262519,4.65568057399997,3809,228,1160,AK 14 X CL 69,BARRIOS UNIDOS,NO,TRIPLE,NO,1993/10/21 00:00:00+00,PMT,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",10,22,4,"3,5,12A","1B,12B","23,31,212",N/A,NO,0,"Conteo, Brechas, Cola - Siguiente Intersección",1913
-74.06283139,4.65363298099999,3810,235,1160,KR 13 X CL 67,CHAPINERO,NO,TRIPLE,NO,1993/10/21 00:00:00+00,Desvío - PMT,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",5,22,3,"1,1C,4",91B,21,N/A,NO,0,Conteo,1913
-74.06348188,4.65407082000002,3811,243,1160,AK 14 X CL 67,BARRIOS UNIDOS,C900,TRIPLE,SI,1993/10/21 00:00:00+00,PMT,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",8,22,3,14,"2B,11B,94B","32,211,214",N/A,NO,0,"Conteo, Brechas, Fases por demanda",1913
-74.04292677,4.67729564799998,3812,47,1163,KR 9 X CL 95,CHAPINERO,C900,SENCILLA,SI,2006/10/31 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL",4,4,3,"2,4",N/A,"22,24",N/A,NO,0,N/A,1904
-74.06463424,4.65572887000002,3813,262,1164,KR 15 X AC 68,BARRIOS UNIDOS,ACTROS,SENCILLA,SI,1990/07/26 00:00:00+00,NORMAL,RP-TF,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",8,8,3,"2,4",N/A,"22,24,32,34",N/A,"42,44",0,N/A,1906
-74.0437987,4.67145970600001,3814,56,1165,AK 7 X AC 92,CHAPINERO,C900,SENCILLA,SI,1997/03/10 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL, CICLISTA",10,10,3,"1,2,2A,5,91,94",N/A,"21,22,31,32",N/A,"41, 42",0,"Conteo, Brechas, Cola - Siguiente Intersección",1907
-74.04151756,4.68164674600001,3815,39,1166,KR 9A X AC 100,CHAPINERO,C900,SENCILLA,SI,1990/04/05 00:00:00+00,PMT,BT-TF,DEFINITIVA,"VEHICULAR, PEATONAL",11,11,3,"3,4,4A,13,14,92,10.3,62",N/A,"213,214,292",N/A,NO,0,N/A,1214
-74.04843002,4.67833595500002,3816,85,1167,KR 13 X CL 94,CHAPINERO,C900,SENCILLA,SI,1998/09/05 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",11,11,4,"1,2,3,4,7,8,93",N/A,"21,22,24,33",N/A,NO,0,"Conteo, Brechas",1904
-74.04378961,4.67591638099998,3817,55,1168,KR 9 X CL 94,CHAPINERO,C900,SENCILLA,SI,1990/05/12 00:00:00+00,NORMAL,CA-TA,DEFINITIVA,"VEHICULAR, PEATONAL",13,13,4,"1,2,3,4,6,8",N/A,"21,22,24,33","721, 724, 733",NO,0,"Conteo, Brechas, Cola - Siguiente Intersección, Activación de sonoro",1904
